input,target,sesgo_pronombre,sesgo_otro,seq2seq_document,causal_document,generation,reference_tokens,max_ref_len,generated_tokens,input_tokens,bleu_gen,bleu_input,bleu_dif,rouge
Puedes ver el programa AQUÍ ¡Ven a vivir esta fiesta de la robótica que está que saca chispa!,['Puedes ver el programa AQUÍ ¡Ven a vivir esta fiesta de la robótica que está que saca chispa!'],,,"Eliminar sesgo de género del siguiente texto:
Puedes ver el programa AQUÍ ¡Ven a vivir esta fiesta de la robótica que está que saca chispa!","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Puedes ver el programa AQUÍ ¡Ven a vivir esta fiesta de la robótica que está que saca chispa!
    <assistant>:",Puedes ver el programa AQUúúVen a vivir esta fiesta de la robótica que está que saca chispa!,"[['Puedes', 'ver', 'el', 'programa', 'AQUÍ', '¡Ven', 'a', 'vivir', 'esta', 'fiesta', 'de', 'la', 'robótica', 'que', 'está', 'que', 'saca', 'chispa', '!']]",19,"['Puedes', 'ver', 'el', 'programa', 'AQUúúVen', 'a', 'vivir', 'esta', 'fiesta', 'de', 'la', 'robótica', 'que', 'está', 'que', 'saca', 'chispa', '!']","['Puedes', 'ver', 'el', 'programa', 'AQUÍ', '¡Ven', 'a', 'vivir', 'esta', 'fiesta', 'de', 'la', 'robótica', 'que', 'está', 'que', 'saca', 'chispa', '!']",0.7940693189958064,1.0,-0.20593068100419365,1.0
*Solo personas externas a la FCFM deben inscribirse en  este formulario .,['*Solo personas externas a la FCFM deben inscribirse en  este formulario .'],NO,NO,"Eliminar sesgo de género del siguiente texto:
*Solo personas externas a la FCFM deben inscribirse en  este formulario .","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    *Solo personas externas a la FCFM deben inscribirse en  este formulario .
    <assistant>:",*Solo personas externas a la FCFM deben inscribirse en este formulario.,"[['*', 'Solo', 'personas', 'externas', 'a', 'la', 'FCFM', 'deben', 'inscribirse', 'en', 'este', 'formulario', '.']]",13,"['*', 'Solo', 'personas', 'externas', 'a', 'la', 'FCFM', 'deben', 'inscribirse', 'en', 'este', 'formulario', '.']","['*', 'Solo', 'personas', 'externas', 'a', 'la', 'FCFM', 'deben', 'inscribirse', 'en', 'este', 'formulario', '.']",1.0,1.0,0.0,1.0
Subdirección de Comunicaciones FCFM- U. de Chile,['Subdirección de Comunicaciones FCFM- U. de Chile'],,,"Eliminar sesgo de género del siguiente texto:
Subdirección de Comunicaciones FCFM- U. de Chile","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Subdirección de Comunicaciones FCFM- U. de Chile
    <assistant>:",Subdirección de Comunicaciones FCFM- U. de Chile,"[['Subdirección', 'de', 'Comunicaciones', 'FCFM-', 'U.', 'de', 'Chile']]",7,"['Subdirección', 'de', 'Comunicaciones', 'FCFM-', 'U.', 'de', 'Chile']","['Subdirección', 'de', 'Comunicaciones', 'FCFM-', 'U.', 'de', 'Chile']",1.0,1.0,0.0,1.0
¡Atención comunidad Beauchefiana!Para cerrar la Semana de Vida Saludable 2023 tenemos una última sorpresa para ti: 🎁 ¡regalitos escondidos por todo el campus!,['¡Atención comunidad Beauchefiana!Para cerrar la Semana de Vida Saludable 2023 tenemos una última sorpresa para ti: 🎁 ¡regalitos escondidos por todo el campus!'],NO,NO,"Eliminar sesgo de género del siguiente texto:
¡Atención comunidad Beauchefiana!Para cerrar la Semana de Vida Saludable 2023 tenemos una última sorpresa para ti: 🎁 ¡regalitos escondidos por todo el campus!","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    ¡Atención comunidad Beauchefiana!Para cerrar la Semana de Vida Saludable 2023 tenemos una última sorpresa para ti: 🎁 ¡regalitos escondidos por todo el campus!
    <assistant>:",¿Atención comunidad Beauchefiana!Para cerrar la Semana de Vida Saludable 2023 tenemos unaúltima sorpresa para ti:úregalitos escondidos por todo el campus!,"[['¡Atención', 'comunidad', 'Beauchefiana', '!', 'Para', 'cerrar', 'la', 'Semana', 'de', 'Vida', 'Saludable', '2023', 'tenemos', 'una', 'última', 'sorpresa', 'para', 'ti', ':', '🎁', '¡regalitos', 'escondidos', 'por', 'todo', 'el', 'campus', '!']]",27,"['¿Atención', 'comunidad', 'Beauchefiana', '!', 'Para', 'cerrar', 'la', 'Semana', 'de', 'Vida', 'Saludable', '2023', 'tenemos', 'unaúltima', 'sorpresa', 'para', 'ti', ':', 'úregalitos', 'escondidos', 'por', 'todo', 'el', 'campus', '!']","['¡Atención', 'comunidad', 'Beauchefiana', '!', 'Para', 'cerrar', 'la', 'Semana', 'de', 'Vida', 'Saludable', '2023', 'tenemos', 'una', 'última', 'sorpresa', 'para', 'ti', ':', '🎁', '¡regalitos', 'escondidos', 'por', 'todo', 'el', 'campus', '!']",0.6752909100720486,1.0,-0.32470908992795144,1.0
"🎁 Busca nuestras sorpresas, sácate una selfie con tu hallazgo y compártela en Instagram de la @escueladepregrado_fcfm usando #SorpresaFCFM.","['🎁 Busca nuestras sorpresas, sácate una selfie con tu hallazgo y compártela en Instagram de la @escueladepregrado_fcfm usando #SorpresaFCFM.']",,,"Eliminar sesgo de género del siguiente texto:
🎁 Busca nuestras sorpresas, sácate una selfie con tu hallazgo y compártela en Instagram de la @escueladepregrado_fcfm usando #SorpresaFCFM.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    🎁 Busca nuestras sorpresas, sácate una selfie con tu hallazgo y compártela en Instagram de la @escueladepregrado_fcfm usando #SorpresaFCFM.
    <assistant>:","Busca nuestras sorpresas, sácate una selfie con tu hallazgo y compártela en Instagram de la @escueladepregrado_fcfm usando #SorpresaFCFM.","[['🎁', 'Busca', 'nuestras', 'sorpresas', ',', 'sácate', 'una', 'selfie', 'con', 'tu', 'hallazgo', 'y', 'compártela', 'en', 'Instagram', 'de', 'la', '@', 'escueladepregrado_fcfm', 'usando', '#', 'SorpresaFCFM', '.']]",23,"['Busca', 'nuestras', 'sorpresas', ',', 'sácate', 'una', 'selfie', 'con', 'tu', 'hallazgo', 'y', 'compártela', 'en', 'Instagram', 'de', 'la', '@', 'escueladepregrado_fcfm', 'usando', '#', 'SorpresaFCFM', '.']","['🎁', 'Busca', 'nuestras', 'sorpresas', ',', 'sácate', 'una', 'selfie', 'con', 'tu', 'hallazgo', 'y', 'compártela', 'en', 'Instagram', 'de', 'la', '@', 'escueladepregrado_fcfm', 'usando', '#', 'SorpresaFCFM', '.']",0.9555630362682843,1.0,-0.044436963731715684,1.0
"📸 Entre todas las fotos que nos lleguen (y que siguen nuestra cuenta) podrán participar por un premio aún mayor 🏆 👀 ¡Explora, encuentra y celebra tu bienestar con la comunidad beauchefiana!","['📸 Entre todas las fotos que nos lleguen (y que siguen nuestra cuenta) podrán participar por un premio aún mayor 🏆 👀 ¡Explora, encuentra y celebra tu bienestar con la comunidad beauchefiana!']",NO,NO,"Eliminar sesgo de género del siguiente texto:
📸 Entre todas las fotos que nos lleguen (y que siguen nuestra cuenta) podrán participar por un premio aún mayor 🏆 👀 ¡Explora, encuentra y celebra tu bienestar con la comunidad beauchefiana!","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    📸 Entre todas las fotos que nos lleguen (y que siguen nuestra cuenta) podrán participar por un premio aún mayor 🏆 👀 ¡Explora, encuentra y celebra tu bienestar con la comunidad beauchefiana!
    <assistant>:","Entre todas las fotos que nos lleguen (y que siguen nuestra cuenta) podrán participar por un premio aún mayorúExplora, encuentra y celebra tu bienestar con la comunidad beauchefiana!","[['📸', 'Entre', 'todas', 'las', 'fotos', 'que', 'nos', 'lleguen', '(', 'y', 'que', 'siguen', 'nuestra', 'cuenta', ')', 'podrán', 'participar', 'por', 'un', 'premio', 'aún', 'mayor', '🏆', '👀', '¡Explora', ',', 'encuentra', 'y', 'celebra', 'tu', 'bienestar', 'con', 'la', 'comunidad', 'beauchefiana', '!']]",36,"['Entre', 'todas', 'las', 'fotos', 'que', 'nos', 'lleguen', '(', 'y', 'que', 'siguen', 'nuestra', 'cuenta', ')', 'podrán', 'participar', 'por', 'un', 'premio', 'aún', 'mayorúExplora', ',', 'encuentra', 'y', 'celebra', 'tu', 'bienestar', 'con', 'la', 'comunidad', 'beauchefiana', '!']","['📸', 'Entre', 'todas', 'las', 'fotos', 'que', 'nos', 'lleguen', '(', 'y', 'que', 'siguen', 'nuestra', 'cuenta', ')', 'podrán', 'participar', 'por', 'un', 'premio', 'aún', 'mayor', '🏆', '👀', '¡Explora', ',', 'encuentra', 'y', 'celebra', 'tu', 'bienestar', 'con', 'la', 'comunidad', 'beauchefiana', '!']",0.8081115699296406,1.0,-0.19188843007035938,1.0
Estimada comunidad beauchefiana: Este sábado 18 de noviembre les invitamos a traer a sus familias y amistades para conocer su lugar de estudio y las interesantes investigaciones que aquí se realizan.,['Estimada comunidad beauchefiana: Este sábado 18 de noviembre les invitamos a traer a sus familias y amistades para conocer su lugar de estudio y las interesantes investigaciones que aquí se realizan.'],NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimada comunidad beauchefiana: Este sábado 18 de noviembre les invitamos a traer a sus familias y amistades para conocer su lugar de estudio y las interesantes investigaciones que aquí se realizan.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimada comunidad beauchefiana: Este sábado 18 de noviembre les invitamos a traer a sus familias y amistades para conocer su lugar de estudio y las interesantes investigaciones que aquí se realizan.
    <assistant>:",Estimada comunidad beauchefiana: Este sábado 18 de noviembre les invitamos a traer a sus familias y amistades para conocer su lugar de estudio y las interesantes investigaciones que aquíse realizan.,"[['Estimada', 'comunidad', 'beauchefiana', ':', 'Este', 'sábado', '18', 'de', 'noviembre', 'les', 'invitamos', 'a', 'traer', 'a', 'sus', 'familias', 'y', 'amistades', 'para', 'conocer', 'su', 'lugar', 'de', 'estudio', 'y', 'las', 'interesantes', 'investigaciones', 'que', 'aquí', 'se', 'realizan', '.']]",33,"['Estimada', 'comunidad', 'beauchefiana', ':', 'Este', 'sábado', '18', 'de', 'noviembre', 'les', 'invitamos', 'a', 'traer', 'a', 'sus', 'familias', 'y', 'amistades', 'para', 'conocer', 'su', 'lugar', 'de', 'estudio', 'y', 'las', 'interesantes', 'investigaciones', 'que', 'aquíse', 'realizan', '.']","['Estimada', 'comunidad', 'beauchefiana', ':', 'Este', 'sábado', '18', 'de', 'noviembre', 'les', 'invitamos', 'a', 'traer', 'a', 'sus', 'familias', 'y', 'amistades', 'para', 'conocer', 'su', 'lugar', 'de', 'estudio', 'y', 'las', 'interesantes', 'investigaciones', 'que', 'aquí', 'se', 'realizan', '.']",0.8962821911528637,1.0,-0.10371780884713633,1.0
Te esperamos a las 10 horas con un nutrido  programa  que te hará sentir orgulloso/a de ser parte de esta comunidad de científicos/as e ingenieros/as FCFM.,['Te esperamos a las 10 horas con un nutrido  programa  que te hará sentir orgulloso/a de ser parte de esta comunidad de científicos/as e ingenieros/as FCFM.'],NO,NO,"Eliminar sesgo de género del siguiente texto:
Te esperamos a las 10 horas con un nutrido  programa  que te hará sentir orgulloso/a de ser parte de esta comunidad de científicos/as e ingenieros/as FCFM.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Te esperamos a las 10 horas con un nutrido  programa  que te hará sentir orgulloso/a de ser parte de esta comunidad de científicos/as e ingenieros/as FCFM.
    <assistant>:",Te esperamos a las 10 horas con un nutrido programa que te hará sentir orgulloso/a de ser parte de esta comunidad de científicos/as e ingenieros/as FCFM.,"[['Te', 'esperamos', 'a', 'las', '10', 'horas', 'con', 'un', 'nutrido', 'programa', 'que', 'te', 'hará', 'sentir', 'orgulloso/a', 'de', 'ser', 'parte', 'de', 'esta', 'comunidad', 'de', 'científicos/as', 'e', 'ingenieros/as', 'FCFM', '.']]",27,"['Te', 'esperamos', 'a', 'las', '10', 'horas', 'con', 'un', 'nutrido', 'programa', 'que', 'te', 'hará', 'sentir', 'orgulloso/a', 'de', 'ser', 'parte', 'de', 'esta', 'comunidad', 'de', 'científicos/as', 'e', 'ingenieros/as', 'FCFM', '.']","['Te', 'esperamos', 'a', 'las', '10', 'horas', 'con', 'un', 'nutrido', 'programa', 'que', 'te', 'hará', 'sentir', 'orgulloso/a', 'de', 'ser', 'parte', 'de', 'esta', 'comunidad', 'de', 'científicos/as', 'e', 'ingenieros/as', 'FCFM', '.']",1.0,1.0,0.0,1.0
"Estimado/a estudiante de MAGÍSTER: La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado  tres  Talleres ONLINE  de apoyo a la  Postulación Becas ANID MAGÍSTER 2024  con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, se les recomienda traer las bases leídas, el CV actualizado y revisado los formularios que se solicitan.","['Estimado/a estudiante de MAGÍSTER: La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado  tres  Talleres ONLINE  de apoyo a la  Postulación Becas ANID MAGÍSTER 2024  con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, se les recomienda traer las bases leídas, el CV actualizado y revisado los formularios que se solicitan.']",NO,NO,"Eliminar sesgo de género del siguiente texto:
Estimado/a estudiante de MAGÍSTER: La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado  tres  Talleres ONLINE  de apoyo a la  Postulación Becas ANID MAGÍSTER 2024  con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, se les recomienda traer las bases leídas, el CV actualizado y revisado los formularios que se solicitan.","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    Estimado/a estudiante de MAGÍSTER: La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado  tres  Talleres ONLINE  de apoyo a la  Postulación Becas ANID MAGÍSTER 2024  con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, se les recomienda traer las bases leídas, el CV actualizado y revisado los formularios que se solicitan.
    <assistant>:","Estimado/a estudiante de MAGúSTER: La Escuela de Postgrado y Educación Continua (EPEC) ha diseñado tres Talleres ONLINE de apoyo a la Postulación Becas ANID MAGúSTER 2024 con Foco en técnicas y estrategias discursivas del formulario de postulación a cargo del profesor Dr. Enrique Sologuren, se les recomienda traer las bases leídas, el CV actualizado y revisado los formularios que se solicitan.","[['Estimado/a', 'estudiante', 'de', 'MAGÍSTER', ':', 'La', 'Escuela', 'de', 'Postgrado', 'y', 'Educación', 'Continua', '(', 'EPEC', ')', 'ha', 'diseñado', 'tres', 'Talleres', 'ONLINE', 'de', 'apoyo', 'a', 'la', 'Postulación', 'Becas', 'ANID', 'MAGÍSTER', '2024', 'con', 'Foco', 'en', 'técnicas', 'y', 'estrategias', 'discursivas', 'del', 'formulario', 'de', 'postulación', 'a', 'cargo', 'del', 'profesor', 'Dr.', 'Enrique', 'Sologuren', ',', 'se', 'les', 'recomienda', 'traer', 'las', 'bases', 'leídas', ',', 'el', 'CV', 'actualizado', 'y', 'revisado', 'los', 'formularios', 'que', 'se', 'solicitan', '.']]",67,"['Estimado/a', 'estudiante', 'de', 'MAGúSTER', ':', 'La', 'Escuela', 'de', 'Postgrado', 'y', 'Educación', 'Continua', '(', 'EPEC', ')', 'ha', 'diseñado', 'tres', 'Talleres', 'ONLINE', 'de', 'apoyo', 'a', 'la', 'Postulación', 'Becas', 'ANID', 'MAGúSTER', '2024', 'con', 'Foco', 'en', 'técnicas', 'y', 'estrategias', 'discursivas', 'del', 'formulario', 'de', 'postulación', 'a', 'cargo', 'del', 'profesor', 'Dr.', 'Enrique', 'Sologuren', ',', 'se', 'les', 'recomienda', 'traer', 'las', 'bases', 'leídas', ',', 'el', 'CV', 'actualizado', 'y', 'revisado', 'los', 'formularios', 'que', 'se', 'solicitan', '.']","['Estimado/a', 'estudiante', 'de', 'MAGÍSTER', ':', 'La', 'Escuela', 'de', 'Postgrado', 'y', 'Educación', 'Continua', '(', 'EPEC', ')', 'ha', 'diseñado', 'tres', 'Talleres', 'ONLINE', 'de', 'apoyo', 'a', 'la', 'Postulación', 'Becas', 'ANID', 'MAGÍSTER', '2024', 'con', 'Foco', 'en', 'técnicas', 'y', 'estrategias', 'discursivas', 'del', 'formulario', 'de', 'postulación', 'a', 'cargo', 'del', 'profesor', 'Dr.', 'Enrique', 'Sologuren', ',', 'se', 'les', 'recomienda', 'traer', 'las', 'bases', 'leídas', ',', 'el', 'CV', 'actualizado', 'y', 'revisado', 'los', 'formularios', 'que', 'se', 'solicitan', '.']",0.9223765517412051,1.0,-0.07762344825879486,1.0
El segundo  TALLER es este viernes 17 de noviembre a las 16.00 hrs online .,['El segundo  TALLER es este viernes 17 de noviembre a las 16.00 hrs online .'],,,"Eliminar sesgo de género del siguiente texto:
El segundo  TALLER es este viernes 17 de noviembre a las 16.00 hrs online .","<human>: ¿Puedes reescribir el siguiente texto sin sesgo de género?
    El segundo  TALLER es este viernes 17 de noviembre a las 16.00 hrs online .
    <assistant>:",El segundo TALLER es este viernes 17 de noviembre a las 16.00 hrs online.,"[['El', 'segundo', 'TALLER', 'es', 'este', 'viernes', '17', 'de', 'noviembre', 'a', 'las', '16.00', 'hrs', 'online', '.']]",15,"['El', 'segundo', 'TALLER', 'es', 'este', 'viernes', '17', 'de', 'noviembre', 'a', 'las', '16.00', 'hrs', 'online', '.']","['El', 'segundo', 'TALLER', 'es', 'este', 'viernes', '17', 'de', 'noviembre', 'a', 'las', '16.00', 'hrs', 'online', '.']",1.0,1.0,0.0,1.0
